,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
309,Darius Morris,PG,22,LAL,48,17,14.2,1.5,3.9,.388,0.5,1.4,.364,1.0,2.5,.402,.452,0.5,0.8,.649,0.5,0.7,1.2,1.6,0.4,0.0,0.9,1.2,4.0,8.1,.475,.351,.197,4.0,5.2,4.6,16.8,1.6,0.2,18.1,16.2,-0.1,0.3,0.2,.016,-3.3,-4.2,-0.4,68%,32%,,,,-0.1,-2.1,23,13,20,5,18,4,189,5,11
310,Marcus Morris,PF-SF,23,TOT,77,23,19.8,2.9,6.8,.422,1.1,3.0,.369,1.8,3.8,.464,.504,0.9,1.5,.564,1.0,2.6,3.6,0.8,0.6,0.3,1.0,2.1,7.7,11.3,.516,.443,.222,6.0,14.6,10.3,6.4,1.5,1.0,11.8,18.9,0.6,1.2,1.8,.058,-1.2,-2.0,0.0,,,19%,76%,6%,-3.8,-2.7,29,16,75,12,54,7,146,10,31
311,Markieff Morris,PF,23,PHO,82,32,22.4,3.2,8.0,.407,0.5,1.6,.336,2.7,6.3,.426,.442,1.1,1.5,.732,1.6,3.2,4.8,1.3,0.9,0.8,1.3,2.5,8.2,12.6,.473,.205,.194,7.9,16.7,12.3,9.4,2.2,2.6,12.8,19.7,-0.2,1.9,1.7,.044,-2.2,-1.9,0.0,,,,67%,33%,-10.1,-5.7,43,24,111,22,55,6,238,11,51
312,Anthony Morrow,SG,27,TOT,41,1,9.3,1.6,3.5,.441,0.4,1.0,.372,1.2,2.5,.471,.497,0.5,0.5,.909,0.3,0.5,0.7,0.3,0.3,0.0,0.2,1.0,4.0,12.0,.530,.297,.152,3.3,5.6,4.5,5.6,1.8,0.2,4.9,19.6,0.4,0.3,0.7,.084,-1.9,-1.8,0.0,,49%,51%,,,-6.6,-6.8,5,2,23,0,7,1,31,2,8
313,Donatas Motiejunas,PF,22,HOU,44,14,12.2,2.2,4.8,.455,0.5,1.9,.289,1.7,3.0,.562,.512,0.7,1.2,.627,0.8,1.3,2.1,0.7,0.2,0.2,0.8,1.7,5.7,12.2,.531,.390,.239,7.7,11.9,9.8,9.5,0.6,1.4,13.6,22.1,0.4,0.3,0.7,.061,-1.9,-3.5,-0.2,,,1%,75%,24%,3.1,-0.6,14,9,35,4,21,3,77,2,10
314,Arnett Moultrie,PF,22,PHI,47,0,11.5,1.7,2.9,.582,0.0,0.0,,1.7,2.9,.582,.582,0.4,0.6,.643,1.6,1.5,3.1,0.2,0.4,0.2,0.4,0.9,3.7,16.7,.595,.000,.209,15.4,14.8,15.1,2.9,1.7,1.4,11.5,14.1,1.1,0.6,1.7,.149,0.0,-1.2,0.1,,,,65%,35%,-6.9,-3.8,4,6,22,7,14,1,23,4,13
315,Timofey Mozgov,C,26,DEN,41,1,8.9,1.1,2.1,.506,0.0,0.0,.000,1.1,2.1,.518,.506,0.5,0.6,.769,1.2,1.4,2.6,0.2,0.1,0.4,0.6,1.4,2.6,12.3,.549,.023,.299,15.6,17.1,16.4,3.4,0.8,3.8,20.3,14.6,0.3,0.4,0.7,.096,-2.8,-3.7,-0.2,,,,,100%,-8.8,-15.4,3,9,33,5,12,0,22,2,7
316,Byron Mullens,PF,23,CHA,53,41,26.9,4.1,10.6,.385,1.2,3.9,.317,2.8,6.7,.425,.444,1.2,1.9,.646,1.3,5.0,6.4,1.5,0.6,0.6,1.4,2.1,10.6,12.3,.465,.369,.176,5.5,22.0,13.5,10.1,1.2,1.8,10.9,21.7,-0.6,0.7,0.1,.005,-1.4,-3.4,-0.5,,,,82%,18%,-15.6,-8.6,39,20,52,4,37,6,173,5,27
317,Kevin Murphy,SG,22,UTA,17,0,3.1,0.4,1.6,.250,0.1,0.3,.200,0.4,1.4,.261,.268,0.0,0.0,,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.2,0.9,-4.5,.268,.179,.000,0.0,9.1,4.5,6.1,1.0,0.0,9.7,27.1,-0.3,0.0,-0.3,-0.272,-11.4,-16.8,-0.2,67%,33%,,,,-41.4,-41.8,2,1,1,0,0,0,4,0,0
318,Troy Murphy,PF,32,DAL,14,1,18.3,1.6,4.4,.361,0.8,2.5,.314,0.8,1.9,.423,.451,0.7,0.8,.909,0.5,3.0,3.5,0.5,0.7,0.4,0.5,2.1,4.6,9.1,.494,.574,.180,3.1,17.9,10.7,3.8,2.0,1.8,9.6,13.0,0.0,0.3,0.3,.062,-2.7,-1.9,0.0,,,,99%,2%,-6.2,-5.9,5,2,18,0,5,0,18,1,1
319,Steve Nash*,PG,38,LAL,50,50,32.5,4.7,9.5,.497,1.1,2.6,.438,3.6,6.9,.519,.557,2.1,2.3,.922,0.5,2.3,2.8,6.7,0.6,0.1,2.5,1.4,12.7,16.0,.605,.274,.244,1.8,7.7,4.8,32.8,0.9,0.2,19.3,17.8,3.7,0.6,4.3,.127,1.8,0.4,1.0,85%,15%,,,,1.0,-1.1,94,26,25,2,21,9,747,2,11
320,Gary Neal,SG,28,SAS,68,17,21.8,3.6,8.8,.412,1.3,3.7,.355,2.3,5.1,.454,.487,0.9,1.1,.865,0.2,1.9,2.1,1.9,0.4,0.0,1.0,1.4,9.5,11.5,.512,.420,.124,1.1,9.6,5.6,13.5,1.0,0.1,9.9,21.7,0.4,1.5,1.9,.060,-1.2,-2.0,0.0,36%,62%,2%,,,4.0,-4.5,24,21,46,8,26,3,305,7,18
321,Jameer Nelson,PG,30,ORL,56,56,35.3,5.5,13.9,.392,2.2,6.3,.341,3.3,7.6,.435,.470,1.6,1.8,.873,0.4,3.3,3.7,7.4,1.3,0.1,2.8,2.9,14.7,14.4,.498,.455,.131,1.3,10.6,6.0,33.3,1.9,0.2,15.7,22.5,1.1,1.0,2.1,.050,0.1,-1.2,0.4,99%,1%,,,,-5.0,5.5,88,46,65,8,36,10,912,9,47
322,Andrew Nicholson,PF,23,ORL,75,28,16.7,3.4,6.5,.527,0.0,0.0,,3.4,6.5,.527,.527,1.0,1.3,.798,0.9,2.5,3.4,0.6,0.3,0.4,1.1,1.8,7.8,15.1,.557,.000,.193,6.2,17.1,11.7,6.1,1.0,2.0,13.0,22.1,0.9,0.8,1.7,.065,-1.8,-2.7,-0.2,,,9%,84%,7%,-6.8,1.3,23,23,63,13,48,3,102,14,21
323,Joakim Noah,C,27,CHI,66,64,36.8,4.6,9.5,.481,0.0,0.1,.000,4.6,9.5,.485,.481,2.7,3.6,.751,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8,11.9,18.1,.534,.008,.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,2.7,4.7,7.3,.145,0.6,3.4,3.3,,,,,100%,1.4,2.0,99,40,87,14,101,10,573,16,60
324,Steve Novak,SF,29,NYK,81,1,20.3,2.2,5.3,.414,1.8,4.3,.425,0.4,1.0,.367,.587,0.4,0.4,.909,0.2,1.7,1.9,0.4,0.3,0.1,0.1,1.2,6.6,11.3,.602,.816,.077,1.2,10.0,5.4,3.3,0.9,0.4,2.6,13.0,3.2,0.8,4.0,.116,1.0,0.1,0.9,,,58%,42%,,5.7,2.1,5,4,63,0,6,9,91,1,4
325,Dirk Nowitzki,PF,34,DAL,53,47,31.3,6.5,13.7,.471,1.2,3.0,.414,5.2,10.8,.487,.516,3.1,3.6,.860,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8,17.3,19.8,.564,.216,.265,2.5,21.5,12.2,13.5,1.2,1.7,7.9,24.2,3.3,1.8,5.0,.145,3.0,3.1,2.2,,,,96%,4%,0.2,1.6,30,30,58,6,60,14,293,15,18
326,Jermaine O'Neal,C,34,PHO,55,4,18.7,3.3,6.7,.482,0.0,0.0,,3.3,6.7,.482,.482,1.7,2.1,.835,1.5,3.8,5.3,0.8,0.3,1.4,1.3,2.3,8.3,16.7,.538,.000,.310,8.9,23.8,16.2,6.8,0.9,5.7,14.8,21.4,0.7,1.3,2.0,.092,-1.9,-1.3,0.2,,,,5%,95%,-6.7,0.4,18,28,62,14,58,6,95,12,43
327,Kyle O'Quinn,C,22,ORL,57,5,11.2,1.8,3.5,.513,0.0,0.0,.000,1.8,3.4,.515,.513,0.5,0.8,.667,1.1,2.5,3.7,0.9,0.2,0.5,0.6,1.9,4.1,15.8,.535,.005,.228,11.5,25.5,18.5,13.1,0.9,3.1,14.6,18.1,0.7,0.7,1.4,.107,-1.9,-1.6,0.1,,,,15%,85%,-5.3,2.9,19,4,61,5,20,2,110,5,20
328,Lamar Odom,PF,33,LAC,82,2,19.7,1.8,4.5,.399,0.2,1.1,.200,1.6,3.4,.464,.423,0.2,0.5,.476,1.4,4.4,5.9,1.7,0.8,0.7,1.0,2.6,4.0,10.9,.429,.246,.115,8.8,26.3,17.7,12.4,2.2,3.0,18.3,13.3,-0.3,3.0,2.7,.081,-2.8,-0.7,0.6,,,,92%,8%,9.7,4.6,42,14,83,17,19,14,327,8,25
329,Tim Ohlbrecht,C,24,HOU,3,0,4.0,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.3,0.0,1.3,0.3,1.0,-6.1,.436,.000,.333,0.0,9.3,4.7,11.8,4.2,0.0,53.8,27.1,-0.1,0.0,-0.1,-0.369,-17.2,-17.2,0.0,,,,,100%,-28.4,-32.1,1,1,1,0,1,0,2,1,0
330,Emeka Okafor,C,30,WAS,79,77,26.0,4.2,8.7,.477,0.0,0.0,,4.2,8.7,.477,.477,1.4,2.4,.571,2.5,6.2,8.8,1.2,0.6,1.0,1.4,1.8,9.7,15.8,.496,.000,.278,10.7,26.8,18.7,7.9,1.1,3.0,12.2,19.5,0.7,3.7,4.5,.104,-1.0,-0.7,0.7,,,,19%,81%,-1.9,2.2,34,35,66,20,94,13,222,15,44
331,Daniel Orton,C,22,OKC,13,0,8.0,0.9,2.0,.462,0.0,0.0,,0.9,2.0,.462,.462,0.7,1.3,.529,1.0,1.0,2.0,0.3,0.3,0.2,0.3,1.0,2.5,14.0,.493,.000,.654,15.5,13.4,14.3,5.7,2.0,2.2,10.7,16.4,0.1,0.1,0.3,.135,-2.6,-3.1,0.0,,,,25%,75%,-4.8,-15.0,2,1,5,0,9,0,10,1,2
332,Travis Outlaw,SF,28,SAC,38,2,11.7,1.9,4.7,.418,0.4,1.3,.280,1.6,3.3,.472,.458,1.0,1.4,.731,0.4,1.2,1.6,0.6,0.3,0.2,0.5,0.9,5.3,13.0,.500,.282,.294,4.3,11.7,7.9,7.7,1.3,1.4,8.7,21.9,0.3,0.1,0.3,.037,-0.5,-2.4,0.0,,,70%,30%,,-5.8,-0.5,10,5,16,3,22,1,49,3,4
333,Zaza Pachulia,C,28,ATL,52,15,21.8,2.2,4.6,.473,0.0,0.1,.000,2.2,4.6,.479,.473,1.5,2.0,.757,2.5,3.9,6.5,1.5,0.7,0.2,1.3,2.5,5.9,13.1,.534,.012,.427,13.5,20.3,17.0,10.3,1.6,0.8,19.6,14.6,1.2,1.5,2.7,.116,-2.0,-1.7,0.1,,,,,100%,-0.7,-1.6,19,19,49,21,44,2,178,9,34
334,Jannero Pargo,PG,33,TOT,32,0,15.8,2.4,6.6,.368,1.2,3.6,.336,1.2,3.0,.406,.460,0.4,0.4,.923,0.3,0.8,1.1,2.1,0.6,0.1,1.3,1.3,6.5,10.3,.475,.547,.061,2.2,5.7,3.9,22.8,1.9,0.5,15.8,23.3,-0.4,0.2,-0.2,-0.017,-1.6,-4.1,-0.3,83%,17%,,,,-9.5,-5.6,26,9,15,3,5,6,152,1,7
335,Jeremy Pargo,PG-SG,26,TOT,39,11,16.8,2.5,6.4,.396,0.6,1.9,.338,1.9,4.5,.420,.446,1.1,1.6,.677,0.2,1.1,1.3,2.4,0.3,0.1,1.3,1.2,6.8,10.4,.478,.296,.248,1.3,7.5,4.3,23.0,1.0,0.2,15.3,22.5,-0.2,0.1,0.0,-0.002,-1.5,-3.2,-0.2,49%,50%,1%,,,-8.9,-4.9,23,16,21,6,28,1,218,7,28
336,Tony Parker,PG,30,SAS,66,66,32.9,7.9,15.1,.522,0.4,1.0,.353,7.5,14.0,.534,.534,4.2,5.0,.845,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,23.0,.588,.068,.332,1.0,9.1,5.3,40.4,1.3,0.2,13.0,27.7,7.1,2.3,9.3,.206,4.1,3.6,3.1,98%,2%,,,,10.5,8.0,82,58,38,11,118,9,1168,30,64
337,Chandler Parsons,SF,24,HOU,76,76,36.3,6.0,12.4,.486,2.0,5.2,.385,4.0,7.2,.559,.567,1.5,2.0,.729,1.0,4.3,5.3,3.5,1.0,0.4,1.9,1.9,15.5,15.3,.584,.421,.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,4.9,2.1,7.0,.121,2.0,2.0,2.8,,1%,72%,26%,,2.8,-2.6,58,52,57,16,71,14,634,19,71
338,Patrick Patterson,PF,23,TOT,71,41,25.0,4.5,8.8,.512,0.7,1.9,.386,3.8,6.9,.546,.553,0.7,0.9,.762,1.6,3.2,4.7,1.1,0.4,0.6,0.9,1.9,10.4,15.2,.566,.212,.101,7.2,14.4,10.8,7.5,0.9,1.7,8.6,17.6,3.1,1.0,4.1,.111,0.9,-0.1,0.9,,,3%,90%,7%,1.2,2.7,32,13,60,12,28,4,199,5,22
339,Chris Paul,PG,27,LAC,70,70,33.4,5.9,12.2,.481,1.1,3.3,.328,4.8,8.9,.538,.526,4.1,4.6,.885,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,26.4,.594,.271,.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,10.6,3.4,13.9,.287,6.4,8.8,6.4,100%,,,,,9.7,6.7,96,38,44,17,61,14,1542,13,23
340,Sasha Pavlovic,SG,29,POR,39,1,13.5,1.1,3.1,.353,0.5,1.5,.300,0.6,1.5,.407,.429,0.0,0.2,.167,0.2,1.3,1.4,0.8,0.6,0.1,0.4,1.5,2.6,6.2,.423,.504,.050,1.5,10.9,6.2,8.9,2.4,0.7,10.3,11.8,-0.3,0.4,0.1,.009,-4.9,-3.3,-0.2,,44%,55%,1%,,-1.5,2.4,6,5,29,2,6,2,75,6,5
341,Nikola Pekovic,C,27,MIN,62,62,31.6,6.2,12.0,.520,0.0,0.0,,6.2,12.0,.520,.520,3.9,5.2,.744,3.7,5.1,8.8,0.9,0.7,0.8,1.6,2.3,16.3,20.2,.572,.000,.437,13.0,19.0,15.9,4.9,1.1,2.0,10.3,22.5,4.6,2.1,6.7,.163,1.7,0.5,1.2,,,,,100%,-0.4,3.6,12,36,68,34,150,1,123,28,86
342,Kendrick Perkins,C,28,OKC,78,78,25.1,1.8,4.0,.457,0.0,0.0,.000,1.8,4.0,.458,.457,0.6,0.9,.611,1.4,4.6,6.0,1.4,0.6,1.1,1.4,2.9,4.2,8.2,.479,.003,.230,7.0,19.5,13.7,7.9,1.1,3.2,24.0,10.6,-0.5,3.0,2.5,.062,-3.2,-1.8,0.1,,,,,100%,10.1,0.8,40,27,82,31,28,5,246,4,36
343,Johan Petro,C,27,ATL,31,8,11.4,1.5,3.5,.436,0.0,0.1,.250,1.5,3.4,.443,.441,0.4,0.4,.917,1.1,2.5,3.6,0.5,0.3,0.3,0.8,1.5,3.5,11.0,.468,.036,.109,10.9,25.3,18.2,7.1,1.5,2.0,17.2,18.3,-0.2,0.6,0.4,.048,-4.8,-5.0,-0.3,,,,,100%,-13.0,-14.8,10,4,28,4,8,1,36,3,4
344,Paul Pierce,SF,35,BOS,77,77,33.4,6.2,14.2,.436,1.9,5.0,.380,4.3,9.2,.466,.502,4.3,5.5,.787,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,19.1,.559,.350,.387,2.1,19.7,11.2,25.1,1.7,0.9,14.3,27.4,3.5,3.7,7.2,.135,3.0,3.6,3.6,,10%,86%,4%,,2.0,7.2,98,61,111,21,158,6,810,31,75
345,Mickael Pietrus,SF,30,TOR,19,16,20.3,1.8,5.2,.347,1.1,3.4,.313,0.7,1.8,.412,.449,0.6,0.9,.667,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.7,5.3,6.0,.472,.653,.184,1.5,9.7,5.5,3.5,1.7,1.2,13.1,14.7,-0.3,0.2,0.0,-0.004,-3.8,-4.8,-0.3,,4%,90%,6%,,-3.4,-2.0,11,3,15,0,9,1,22,2,5
346,Dexter Pittman,C,24,TOT,11,0,2.9,0.4,1.0,.364,0.0,0.0,,0.4,1.0,.364,.364,0.0,0.3,.000,0.6,0.5,1.1,0.0,0.0,0.0,0.3,0.7,0.7,1.6,.325,.000,.273,27.2,18.5,22.7,0.0,0.0,0.0,19.6,22.4,-0.1,0.0,-0.1,-0.107,-12.1,-18.8,-0.1,,,,11%,89%,-42.1,-49.3,1,1,4,1,2,0,0,1,4
347,Miles Plumlee,C,24,IND,14,0,3.9,0.4,1.5,.238,0.0,0.0,,0.4,1.5,.238,.238,0.2,0.3,.750,0.9,0.7,1.6,0.1,0.0,0.2,0.2,0.4,0.9,8.8,.286,.000,.190,24.8,19.9,22.3,5.7,0.0,4.0,11.6,21.4,-0.1,0.1,0.0,-0.015,-5.0,-7.8,-0.1,,,,,100%,-9.8,-14.9,0,1,4,0,2,0,6,0,3
348,Quincy Pondexter,SF,24,MEM,59,1,21.1,2.2,5.1,.428,1.0,2.6,.395,1.2,2.5,.463,.528,1.0,1.3,.787,0.7,1.5,2.2,1.0,0.6,0.1,0.7,1.6,6.4,11.0,.565,.508,.251,4.0,8.6,6.3,7.6,1.5,0.4,11.2,13.9,1.7,1.5,3.2,.125,-0.8,-0.1,0.6,,36%,63%,1%,,2.1,-3.9,28,6,41,4,32,8,139,4,24
349,A.J. Price,PG,26,WAS,57,22,22.4,2.8,7.2,.390,1.2,3.5,.350,1.6,3.7,.427,.475,0.9,1.1,.790,0.4,1.6,2.0,3.6,0.6,0.1,1.1,1.3,7.7,12.4,.501,.484,.150,1.7,8.2,4.9,26.4,1.3,0.2,12.7,18.0,1.0,1.2,2.2,.084,-0.2,-0.6,0.5,100%,,,,,-2.7,0.4,47,13,30,2,24,11,457,3,13
350,Ronnie Price,PG,29,POR,39,0,13.1,1.0,3.1,.325,0.3,1.0,.256,0.7,2.1,.358,.367,0.4,0.6,.708,0.3,0.8,1.1,1.9,0.7,0.1,0.9,1.6,2.7,6.8,.402,.325,.200,2.9,7.2,5.0,21.0,2.7,0.4,20.7,14.8,-0.5,0.3,-0.2,-0.017,-5.4,-4.9,-0.4,99%,1%,,,,-4.9,-1.4,19,12,26,2,11,3,170,2,9
351,Pablo Prigioni,PG,35,NYK,78,18,16.2,1.3,2.8,.455,0.7,1.7,.396,0.6,1.1,.547,.575,0.3,0.3,.880,0.5,1.3,1.8,3.0,0.9,0.0,1.1,1.6,3.5,13.0,.595,.609,.114,3.7,9.8,6.6,27.5,2.9,0.1,27.1,11.7,2.0,1.3,3.2,.123,-0.8,0.1,0.7,76%,24%,,,,8.0,5.1,61,14,29,4,8,22,580,3,8
352,Tayshaun Prince,SF,32,TOT,82,81,32.1,4.4,10.0,.438,0.5,1.1,.404,3.9,8.9,.442,.461,1.2,1.6,.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1.0,10.4,11.5,.486,.115,.159,3.1,13.2,8.1,12.1,1.0,0.8,9.2,16.8,1.5,2.1,3.6,.065,-0.9,-1.2,0.5,,2%,92%,6%,,2.5,3.5,46,29,46,6,50,4,448,8,29
353,Joel Przybilla,C,33,MIL,12,1,5.7,0.1,0.3,.250,0.0,0.0,,0.1,0.3,.250,.250,0.0,0.2,.000,0.4,1.3,1.8,0.3,0.1,0.2,0.3,0.8,0.2,3.3,.205,.000,.500,7.6,26.2,16.6,7.6,0.7,2.1,45.0,5.7,-0.1,0.1,0.0,-0.005,-7.4,-7.3,-0.1,,,,,100%,-36.3,-35.0,2,1,5,1,0,1,8,0,1
354,Chris Quinn,SG,29,CLE,7,0,11.1,0.6,2.3,.250,0.0,0.7,.000,0.6,1.6,.364,.250,0.3,0.3,1.000,0.1,0.1,0.3,1.3,0.4,0.0,0.9,0.6,1.4,1.3,.296,.313,.125,1.4,1.6,1.5,16.3,2.0,0.0,26.2,13.1,-0.2,0.0,-0.2,-0.124,-7.2,-9.2,-0.1,19%,81%,,,,7.4,12.9,5,1,2,0,1,2,21,0,0
355,Vladimir Radmanovic,PF,32,CHI,25,0,5.8,0.5,1.7,.302,0.2,1.1,.185,0.3,0.6,.500,.360,0.1,0.1,.667,0.4,0.7,1.1,0.3,0.3,0.2,0.3,1.2,1.3,6.3,.372,.628,.070,7.9,14.5,11.2,8.6,3.0,2.1,13.6,16.4,-0.2,0.3,0.1,.020,-6.6,-5.4,-0.1,,,,84%,17%,-12.0,-13.1,2,1,16,3,2,0,20,1,1
356,Anthony Randolph,PF,23,DEN,39,0,8.4,1.4,2.9,.491,0.0,0.2,.000,1.4,2.7,.528,.491,0.8,1.2,.689,0.7,1.7,2.4,0.3,0.5,0.5,0.9,1.1,3.7,15.6,.534,.070,.395,10.1,22.1,16.2,5.5,2.9,5.0,21.7,22.5,-0.1,0.6,0.5,.073,-3.6,-2.9,-0.1,,,,83%,17%,1.9,-3.7,9,10,10,12,21,3,27,1,14
357,Shavlik Randolph,PF,29,BOS,16,0,12.4,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,0.7,1.7,.407,1.8,2.6,4.4,0.3,0.5,0.4,0.6,2.4,4.2,15.9,.559,.000,.563,17.2,24.3,20.9,3.3,2.1,2.8,14.3,16.7,0.3,0.4,0.7,.159,-2.7,-3.5,-0.1,,,,10%,90%,1.3,1.9,3,3,18,2,13,1,10,3,7
358,Zach Randolph,PF,31,MEM,76,75,34.3,6.2,13.5,.460,0.0,0.3,.087,6.2,13.2,.469,.461,3.0,3.9,.750,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4,15.4,17.9,.506,.022,.293,13.8,25.1,19.3,7.3,1.3,1.0,11.5,23.1,3.2,4.7,7.9,.145,1.0,0.2,1.5,,,,85%,15%,5.7,2.7,45,53,68,23,125,8,242,32,98
359,J.J. Redick,SG,28,TOT,78,13,30.5,4.9,11.3,.434,2.1,5.8,.366,2.8,5.5,.506,.528,2.2,2.4,.900,0.2,2.0,2.2,3.8,0.5,0.1,1.8,1.5,14.1,14.7,.571,.513,.216,0.8,7.3,4.0,20.0,0.8,0.3,12.5,20.8,4.0,0.5,4.5,.091,1.3,-0.4,0.9,23%,69%,8%,,,-1.9,4.0,80,38,52,7,65,20,663,18,21
360,Jason Richardson,SG,32,PHI,33,33,28.4,4.1,10.2,.402,1.7,5.1,.341,2.4,5.1,.462,.487,0.6,1.0,.606,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7,10.5,12.6,.495,.497,.098,2.2,13.4,7.7,8.6,2.3,1.2,6.9,18.5,0.3,1.1,1.4,.070,-0.9,-0.5,0.4,15%,84%,1%,,,-0.9,3.5,12,10,23,4,13,3,113,2,9
361,Quentin Richardson,SF,32,NYK,1,0,29.0,1.0,11.0,.091,1.0,4.0,.250,0.0,7.0,.000,.136,2.0,2.0,1.000,5.0,5.0,10.0,1.0,0.0,0.0,2.0,1.0,5.0,0.7,.210,.364,.182,19.5,20.9,20.2,4.8,0.0,0.0,14.4,22.4,-0.1,0.0,-0.1,-0.181,-7.9,-14.9,-0.1,,34%,67%,,,-16.1,-20.7,2,0,1,0,1,0,2,0,0
362,Luke Ridnour,SG,31,MIN,82,82,30.2,4.5,9.9,.453,0.8,2.6,.311,3.7,7.3,.503,.493,1.7,2.0,.848,0.5,2.0,2.5,3.8,1.0,0.2,1.6,2.3,11.5,13.0,.532,.261,.202,1.8,7.9,4.8,21.0,1.7,0.5,12.8,18.3,2.6,1.8,4.3,.084,-1.0,-0.8,0.8,36%,60%,4%,,,-2.7,-1.4,88,28,88,4,31,22,676,7,36
363,Austin Rivers,SG,20,NOH,61,26,23.2,2.4,6.4,.372,0.5,1.4,.326,1.9,5.0,.385,.408,1.0,1.8,.546,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2.0,6.2,5.9,.431,.221,.277,1.3,8.0,4.6,13.9,1.0,0.5,14.5,16.8,-1.2,0.1,-1.1,-0.038,-4.7,-6.2,-1.5,9%,88%,3%,,,-6.0,-2.2,31,25,55,7,44,7,299,6,53
364,Brian Roberts,PG,27,NOH,78,5,17.0,2.7,6.6,.417,0.8,2.0,.386,2.0,4.6,.430,.475,0.9,1.0,.909,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1.4,7.1,14.6,.509,.299,.151,1.5,7.3,4.4,28.2,1.5,0.2,11.5,21.6,2.0,0.2,2.2,.078,0.8,-0.6,0.5,100%,,,,,-8.0,-5.1,31,28,51,6,29,7,512,6,33
365,Nate Robinson,PG,28,CHI,82,23,25.4,4.9,11.2,.433,1.7,4.2,.405,3.1,7.0,.450,.510,1.6,2.1,.799,0.4,1.9,2.2,4.4,1.0,0.1,1.8,2.5,13.1,17.4,.540,.378,.183,1.6,8.6,5.1,31.4,2.2,0.4,12.6,25.1,3.5,2.4,5.9,.136,2.5,2.8,2.5,100%,,,,,0.3,-0.6,76,39,77,11,53,13,777,9,37
366,Thomas Robinson,PF,21,TOT,70,0,15.1,2.0,4.6,.430,0.0,0.0,.000,2.0,4.6,.431,.430,0.8,1.6,.523,1.7,2.8,4.5,0.7,0.6,0.4,1.3,1.8,4.8,10.9,.451,.003,.340,13.0,21.3,17.1,6.7,2.0,1.9,19.3,19.1,-0.9,0.9,-0.1,-0.002,-3.8,-5.3,-0.9,,,,91%,10%,-7.0,-7.1,22,29,46,16,52,3,107,7,34
367,Rajon Rondo,PG,26,BOS,38,38,37.4,5.9,12.2,.484,0.3,1.3,.240,5.6,10.9,.513,.497,1.6,2.4,.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7,18.1,.516,.108,.200,3.7,13.6,8.8,49.3,2.6,0.5,22.6,21.7,1.2,2.0,3.2,.108,1.6,2.2,1.5,100%,,,,,-2.6,-3.3,103,28,27,12,36,18,922,7,24
368,Terrence Ross,SG,21,TOR,73,2,17.0,2.5,6.3,.407,0.9,2.7,.332,1.7,3.6,.464,.478,0.4,0.6,.714,0.5,1.5,2.0,0.7,0.6,0.2,0.7,1.7,6.4,10.4,.491,.429,.092,3.3,10.6,6.9,7.2,1.8,0.9,9.2,19.6,0.0,0.8,0.9,.034,-1.7,-2.5,-0.1,,91%,9%,,,-2.9,-1.9,24,10,60,4,19,9,126,2,21
369,Brandon Roy,SG,28,MIN,5,5,24.4,2.2,7.0,.314,0.0,1.8,.000,2.2,5.2,.423,.314,1.4,2.0,.700,0.6,2.2,2.8,4.6,0.6,0.0,1.4,1.0,5.8,8.3,.368,.257,.286,2.7,10.6,6.6,28.8,1.3,0.0,15.1,17.0,-0.1,0.1,0.0,-0.017,-3.5,-4.2,-0.1,,100%,,,,3.1,5.5,4,3,2,0,3,0,54,0,1
370,Ricky Rubio,PG,22,MIN,57,47,29.7,3.2,9.0,.360,0.5,1.6,.293,2.8,7.4,.374,.386,3.7,4.6,.799,0.8,3.2,4.0,7.3,2.4,0.1,3.0,2.5,10.7,16.2,.482,.179,.514,2.9,12.9,7.7,38.8,4.2,0.2,21.4,21.2,0.4,2.6,3.0,.085,-0.8,1.1,1.3,73%,27%,,,,-2.2,0.0,107,42,44,9,100,41,897,13,46
